question	0.003292750454953377
response	0.003197811624679749
bridging	0.0022701683901602846
answer	0.0022581702942051306
concept	0.0022325278719750527
legal	0.0022283338658158447
graph	0.0021707887447903816
law	0.0017968582989238524
dialogue	0.0017523282591375222
conversation	0.0014937148419101097
node	0.0014880371016887262
ecid51	0.0014859284008321863
followup	0.0014652905063761836
explanation	0.0013622872792403158
document	0.0013168939756132425
utterance	0.0012528574419176986
keyphrases	0.0012382736673601552
summarization	0.0011858015284148845
ood	0.0011557220895361449
calibrator	0.0011350841950801423
taxonomy	0.0010770164655990336
query	0.0010720259851860808
relation	0.0010642975316234031
nlg	0.0010348093481951143
anaphor	0.0010112568283441269
keyphrase	0.0010112568283441269
instruction	0.001010732793144667
candidate	0.0010041804997931393
action	0.0009829108027076888
hierarchy	0.0009749703076915985
user	0.00093920860649046
squad	0.0009300667087634724
topic	0.000929159222762428
passage	0.0009287346167316746
conceptflow	0.0009287052505201164
faq	0.0009080673560641139
abstractive	0.0008961235592617484
span	0.0008867486401900165
entity	0.0008822868727637655
paragraph	0.0008761240852571318
nlu	0.0008738564179669979
object	0.0008633780348529168
legalai	0.0008461536726961062
screen	0.0008257126236259258
dialog	0.0008156669472911635
false	0.0008155993234358646
counterfactual	0.0008048778837841009
mention	0.000789971400852711
slot	0.0007893742032940953
sqg	0.0007842399893280983
